"CVS Info: $Id: BR01C-PS-btsDipolePsuPermit.csv,v 1.4 2005/08/31 12:55:49 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,9,1,"BR01C-PS-SRPMT-01"," "," ","SR PERMIT","serial","no","SR04C-PS-allSrZonesPermit.edl"," ",0
2,9,2,"BR01C-PS-BSSHT-01"," ","NOT BTS SHTR","CLOSED","serial","no"," "," ",1
3,9,3,"BR01C-PS-OPKEY-04"," ","BR OPERATE","KEY OFF","dup","no"," "," ",0
4,9,4,"BR01C-PS-OPKEY-05"," "," "," ","dup","yes"," "," ",3
5,9,0,"BR01C-PS-IOC-02","LOP7","BTS DIPOLE","PSU PERMIT","lop","yes"," "," ",2
