"CVS Info: $Id: BR01C-PS-brDipolePsuPermit.csv,v 1.3 2005/08/31 12:55:49 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,2,3,"BR01C-PS-BROK-01"," "," ","BOOSTER OK","dup","no","BR01C-PS-boosterOk.edl"," ",0
2,2,4,"BR01C-PS-BROK-02"," "," "," ","dup","no"," "," ",1
3,4,3,"BR01C-PS-DPPMT-01"," ","DIPOLE TEST","PERMIT","dup","no"," "," ",0
4,4,4,"BR01C-PS-DPPMT-02"," "," "," ","dup","yes"," "," ",3
5,4,0,"BR01C-PS-IOC-02","LOP2","BOOSTER DIPOLE","PSU PERMIT","lop","yes"," "," ",2
