"CVS Info: $Id: BR01C-PS-btsOff.csv,v 1.2 2006/12/20 09:23:32 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,12,1,"BR01C-PS-BSQD9-01"," ","BTS QUAD 9","AT FIELD","dup","no"," ","now",0
2,12,2,"BR01C-PS-BSQD9-02"," ","BTS QUAD 9","AT FIELD","dup","no"," ","now",1
3,12,3,"BR01C-PS-BSDIP-02"," ","BTS DIPOLE 2","AT FIELD","serial","no"," ","now",2
4,12,4,"BR01C-PS-BSDIP-03"," ","BTS DIPOLE 3","AT FIELD","serial","no"," ","now",3
5,12,0,"BR01C-PS-IOC-02"," ","LOP12","BTS MAGNETS AT FIELD","lop","no"," "," ",4
