"CVS Info: $Id: SR12C-PS-radiationOk.csv,v 1.2 2006/04/21 15:17:21 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,11,1,"SR12C-PS-RDMND-01"," ","RAD MON","SR12C ACCUM","serial","no"," ","now",0
2,11,2,"SR12C-PS-RDMNR-01"," ","RAD MON","SR12C RATE","serial","no"," ","now",1
3,10,1,"SR12C-PS-RDMND-02"," ","RAD MON","SR13C ACCUM","serial","no"," ","now",2
4,10,2,"SR12C-PS-RDMNR-02"," ","RAD MON","SR13C RATE","serial","no"," ","now",3
5,10,3,"SR12C-PS-RDMND-03","(REMOVED)","RAD MON","SR14C-2 ACCUM","serial","no"," ","now",4
6,10,4,"SR12C-PS-RDMNR-03","(REMOVED)","RAD MON","SR14C-2 RATE","serial","no"," ","now",5
7,10,0,"SR12C-PS-IOC-02"," ","LOP10","SR12C RAD OK","lop","yes"," "," ",6
