"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,12,1,"BL06J-PS-VACOK-02:CR1:M12:S1"," ","EC1J VACUUM","SWITCHES OK","serial","no"," "," ",0
2,12,2,"BL06J-PS-VACOK-03:CR1:M12:S2"," ","EC1J VACUUM","SWITCHES OK","serial","no"," "," ",1
3,12,3,"BL06J-PS-VACOK-05:CR1:M12:S3"," ","EC2J VACUUM","SWITCHES OK","serial","no"," "," ",2
4,12,4,"BL06J-PS-VACOK-04:CR1:M12:S4"," ","EC2J VACUUM","SWITCHES OK","serial","no"," "," ",3
5,12,0,"BL06I-PS-IOC-01","LOP 9 EC1J PERMIT 5","BL06J-PS-SHTR-01","EXPERIMENT SHUTTER","lop","no"," "," ",4
