"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,19,1,"BL10I-PS-STRCL-02:CR1:M19:S1","OH1 FE10I-PS-SHTR-02","OPTICS SHUTTER","CLOSED","dup","no"," "," ",0
2,19,2,"BL10I-PS-STRCL-02:CR1:M19:S2","OH1 FE10I-PS-SHTR-02","OPTICS SHUTTER","CLOSED","dup","no"," "," ",1
3,8,1,"BL10I-PS-VACOK-01:CR1:M08:S1"," ","OH1 VACUUM","SWITCHES OK","serial","no"," "," ",2
4,8,2,"BL10I-PS-SPARE-01:CR1:M08:S2"," "," ","SPARE","serial","no"," "," ",3
5,8,3,"BL10I-PS-VACOK-02:CR1:M08:S3"," ","OC1 VACUUM","SWITCHES OK","dup","no"," "," ",4
6,8,4,"BL10I-PS-VACOK-02:CR1:M08:S4"," ","OC1 VACUUM","SWITCHES OK","dup","no"," "," ",5
7,15,1,"BL10I-PS-EXPOK-01:CR1:M15:S1"," ","G EXPERIMENT","SHUTTERS OK","serial","no"," "," ",6
8,15,2,"BL10I-PS-PKPE-01:CR1:M15:S2"," ","G BEAMLINE","ENABLED","serial","no"," "," ",7
9,21,3,"BL10I-PS-TRIP-03:CR1:M21:S3"," ","G LOP 16","PORT TRIP LATCH","serial","no"," ","now",8
10,21,4,"BL10I-PS-RADIN-01:CR1:M21:S4","OH1 RADIATION","MONITOR LEVELS","INSTANT. TRIP","serial","no"," ","now",9
11,21,0,"BL10I-PS-IOC-01","LOP 13 G PERMIT 3","FE10I-PS-SHTR-01","PORT SHUTTER","lop","yes"," "," ",10
12,20,3,"BL10I-PS-HUEN-01:CR1:M20:S3"," ","OH1 OPTICS HUTCH","ENABLED","dup","no","BL10I-PS-opticsHutchEnabled.edl"," ",0
13,20,4,"BL10I-PS-HUEN-01:CR1:M20:S4"," ","OH1 OPTICS HUTCH","ENABLED","dup","yes","BL10I-PS-opticsHutchEnabled.edl"," ",12
14,10,15,"gap","gap","gap","gap","gap","no"," "," ",4
15,0,0,"24v","24v","24v","24v","24v","no"," "," ",14
16,20,1,"BL10I-PS-PRTOK-01:CR1:M20:S1"," ","G PORT","SHUTTER OK","dup","no"," "," ",15
17,20,2,"BL10I-PS-PRTOK-01:CR1:M20:S2"," ","G PORT","SHUTTER OK","dup","no"," "," ",16
18,22,3,"BL10I-PS-TRIP-04:CR1:M22:S3","G PORT SHUTTER","CLOSED OR","HUTCHES SAFE","serial","no"," ","now",17
19,22,4,"BL10I-PS-RADTI-01:CR1:M22:S4","OH1 RADIATION","MONITOR LEVELS","TIMED TRIP","serial","no"," ","now",18
20,22,0,"BL10I-PS-IOC-01","LOP 14 G PERMIT 4","STORAGE RING","BEAM ON","lop","yes"," "," ",19
21,20,0,"BL10I-PS-IOC-01"," ","G LOP 16","HUTCHES SAFE","lop","no"," "," ",13
22,0,7,"gap","gap","gap","gap","gap","no"," "," ",13
23,19,3,"BL10I-PS-DISC-01:CR1:M19:S3"," ","G BEAMLINE PSS","NOT DISCONNECTED","serial","no"," "," ",22
24,19,4,"FE10I-PS-STRCL-01:CR1:M19:S4","G FE10I-PS-SHTR-01","PORT SHUTTER","CLOSED","serial","no"," "," ",23
