"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,18,1,"BL14I-PS-BOBIO-02:CR1:M18:S1","OH2","BEAM OFF  BUTTON","INDICATORS OK","serial","no"," "," ",0
2,18,2,"BL14I-PS-GADL-02:CR1:M18:S2","OH2","GENERAL ACCESS","DOOR LOCKED","serial","no"," "," ",1
3,18,3,"BL14I-PS-STIND-02:CR1:M18:S3"," ","OH2 STANDBY","INDICATORS OK","serial","no"," "," ",2
4,18,4,"BL14I-PS-BOIND-02:CR1:M18:S4"," ","OH2 BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,13,1,"BL14I-PS-HUEN-03:CR1:M13:S1","BL14I-PS-RACK-02","OH3 OPTICS","HUTCH ENABLED","dup","no","BL14I-PS-opticsHutch3Enabled.edl"," ",4
6,13,2,"BL14I-PS-HUEN-03:CR1:M13:S2","BL14I-PS-RACK-02","OH3 OPTICS","HUTCH ENABLED","dup","no","BL14I-PS-opticsHutch3Enabled.edl"," ",5
7,13,3,"BL14I-PS-STRCL-03:CR1:M13:S3","BL14I-PS-RACK-02 OH3","BL14I-PS-SHTR-02 &","BL14J-PS-SHTR-02 CLSD","dup","no"," "," ",4
8,13,4,"BL14I-PS-STRCL-03:CR1:M13:S4","BL14I-PS-RACK-02 OH3","BL14I-PS-SHTR-02 &","BL14J-PS-SHTR-02 CLSD","dup","yes"," "," ",7
9,21,1,"BL14I-PS-TRIP-02:CR1:M21:S1","OH2 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",6
10,21,2,"BL14I-PS-TRIP-02:CR1:M21:S2","OH2 LOP 15","MEDIUM LEVEL","TRIP LATCH","dup","no"," ","now",9
11,17,3,"BL14I-PS-HUEN-02:CR1:M17:S3","OH2","OPTICS HUTCH","ENABLED","dup","no","BL14I-PS-opticsHutch2Enabled.edl"," ",10
12,17,4,"BL14I-PS-HUEN-02:CR1:M17:S4","OH2","OPTICS HUTCH","ENABLED","dup","no","BL14I-PS-opticsHutch2Enabled.edl"," ",11
13,17,0,"BL14I-PS-IOC-01","LOP 11 OH2 PERMIT 2","OPTICS SHUTTER","BL14I-PS-SHTR-01","lop","no"," "," ",12
14,13,0,"BL14I-PS-IOC-01","LOP 15","OH2 MEDIUM","LEVEL HEALTHY","lop","yes"," "," ",6
