"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,12,1,"BL19I-PS-RIHL-04:CR2:M12:S1","EH2 RESTRICTED","INDICATOR HEALTHY","LATCH","serial","no"," "," ",0
2,12,2,"BL19I-PS-ASB-07:CR2:M12:S2"," ","EH2 SEARCH","POINT 1 LATCH","serial","no"," "," ",1
3,12,3,"BL19I-PS-DS-11:CR2:M12:S3"," ","EH2","SEARCH GATE","dup","no"," "," ",2
4,12,4,"BL19I-PS-DS-11:CR2:M12:S4"," ","EH2","SEARCH GATE","dup","no"," "," ",3
5,12,0,"BL19I-PS-IOC-02","EH2 LOP 12 SEARCH","GATE CLOSED ONCE","BL19I-PS-DS-11","lop","no"," "," ",4
6,1,1,"BL19I-PS-ASB-08:CR2:M01:S1"," ","EH2 SEARCH","POINT 2 LATCH","serial","no"," "," ",5
7,1,2,"BL19I-PS-ASB-09:CR2:M01:S2"," ","EH2 SEARCH","POINT 3 LATCH","serial","no"," "," ",6
8,1,3,"BL19I-PS-ASBF-03:CR2:M01:S3","EH2 LAST AREA","SEARCH POINT","LATCH","dup","no"," "," ",7
9,1,4,"BL19I-PS-ASBF-03:CR2:M01:S4","EH2 LAST AREA","SEARCH POINT","LATCH","dup","no"," "," ",8
10,11,3,"BL19I-PS-SCDEO-04:CR2:M11:S3","EH2 SEARCH","COMPLETE DELAY","TO ENABLE OVER","dup","no"," "," ",9
11,11,4,"BL19I-PS-SCDEO-04:CR2:M11:S4","EH2 SEARCH","COMPLETE DELAY","TO ENABLE OVER","dup","no"," "," ",10
12,11,0,"BL19I-PS-IOC-02","EH2 LOP 9 HUTCH","SEARCHED &","CLOSED","lop","no"," "," ",11
13,1,0,"BL19I-PS-IOC-02"," ","EH2 LOP 8","SEARCH COMPLETE","lop","no"," "," ",9
