"CVS Info: $Id: SR06C-PS-radiationOk.csv,v 1.2 2006/04/21 13:23:22 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,11,1,"SR06C-PS-RDMND-01"," ","RAD MON","SR06C ACCUM","serial","no"," ","now",0
2,11,2,"SR06C-PS-RDMNR-01"," ","RAD MON","SR06C RATE","serial","no"," ","now",1
3,10,1,"SR06C-PS-RDMND-02"," ","RAD MON","SR07C ACCUM","serial","no"," ","now",2
4,10,2,"SR06C-PS-RDMNR-02"," ","RAD MON","SR07C RATE","serial","no"," ","now",3
5,10,3,"SR06C-PS-RDMND-03"," ","RAD MON","SR05C-2 ACCUM","serial","no"," ","now",4
6,10,4,"SR06C-PS-RDMNR-03"," ","RAD MON","SR05C-2 RATE","serial","no"," ","now",5
7,10,0,"SR06C-PS-IOC-02"," ","LOP10","SR06C RAD OK","lop","yes"," "," ",6
