"CVS Info: $Id: SR02C-PS-portShutterClosed.csv,v 1.1.1.1 2006/01/18 15:11:56 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,22,1,"SR02C-PS-FESHT-01"," ","FE02I SHUTTER","CLOSED","serial","no"," "," ",0
2,22,2,"SR02C-PS-FESHT-02"," ","FE02B SHUTTER","CLOSED","serial","no"," "," ",1
3,22,3,"SR02C-PS-FESHT-03"," ","FE03I SHUTTER","CLOSED","serial","no"," "," ",2
4,22,4,"SR02C-PS-FESHT-04"," ","FE03B SHUTTER","CLOSED","serial","no"," "," ",3
5,22,0,"SR02C-PS-IOC-01"," ","LOP6","PORT SHUTTER CLOSED","lop","yes"," "," ",4
