"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,16,1,"BL12I-PS-PKPE-01:CR3:M16:S1"," ","G BEAMLINE","ENABLED","serial","no"," "," ",0
2,16,2,"BL12I-PS-PKP-05:CR3:M16:S2"," ","OH3 OPTICS HUTCH","OPERATIONAL","serial","no"," "," ",1
3,6,3,"BL12I-PS-BOBDR-05:CR3:M06:S3","OH3 BEAM OFF","AND DOOR RELEASE","BUTTONS OK","dup","no"," ","log",2
4,6,4,"BL12I-PS-BOBDR-05:CR3:M06:S4","OH3 BEAM OFF","AND DOOR RELEASE","BUTTONS OK","dup","no"," ","log",3
5,5,3,"BL12I-PS-GADC-05:CR3:M05:S3","OH3 GENERAL","ACCESS DOOR","CLOSED","dup","no"," "," ",4
6,5,4,"BL12I-PS-GADC-05:CR3:M05:S4","OH3 GENERAL","ACCESS DOOR","CLOSED","dup","no"," "," ",5
7,4,3,"BL12I-PS-HSC-05:CR3:M04:S3","OH3 HUTCH","SEARCHED &","CLOSED","dup","no","BL12I-PS-opticsHutch3Closed.edl"," ",6
8,4,4,"BL12I-PS-HSC-05:CR3:M04:S4","OH3 HUTCH","SEARCHED &","CLOSED","dup","no","BL12I-PS-opticsHutch3Closed.edl"," ",7
9,4,0,"BL12I-PS-IOC-03"," ","OH3 LOP 5 OPTICS","HUTCH ENABLED","lop","no"," "," ",8
10,3,1,"BL12I-PS-STIM-05:CR3:M03:S1"," ","OH3 SEARCH","TIMER","serial","no"," "," ",4
11,3,2,"BL12I-PS-NSCOM-05:CR3:M03:S2"," ","OH3 NOT SEARCH","COMPLETE","serial","yes","BL12I-PS-opticsHutch3Closed.edl"," ",10
12,5,0,"BL12I-PS-IOC-03"," ","OH3 LOP 1","INTERLOCKS SET","lop","no"," "," ",11
