"CVS Info: $Id: SR04C-PS-allSrZonesPermit.csv,v 1.1.1.1 2006/03/20 16:32:19 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,9,1,"SR04C-PS-SRPMT-01"," ","SR14C ZONE","PERMIT SUMM.","serial","no","SR14C-PS-summaryZonePermit.edl"," ",0
2,9,2,"SR04C-PS-SRPMT-02"," ","SR ZONE 10","PERMIT","serial","no","SR22C-PS-zonePermit.edl"," ",1
3,8,1,"SR04C-PS-SRPMT-03"," ","SR ZONE 1","PERMIT","serial","no","SR02C-PS-zonePermit.edl"," ",2
4,8,2,"SR04C-PS-SRPMT-04"," ","SR ZONE 2","PERMIT","serial","no","SR04C-PS-zonePermit.edl"," ",3
5,9,3,"SR04C-PS-SRPMT-05"," ","SR ZONE 3","PERMIT","serial","no","SR06C-PS-zonePermit.edl"," ",4
6,9,4,"SR04C-PS-SRPMT-06"," ","SR ZONE 4","PERMIT","serial","no","SR08C-PS-zonePermit.edl"," ",5
7,9,0,"SR04C-PS-IOC-02"," ","LOP12","ALL SR ZONES PERMIT","lop","yes"," "," ",6
