"CVS Info: $Id: SR14C-PS-searchOk.csv,v 1.3 2005/11/25 11:17:10 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,1,1,"SR14C-PS-ASB-01"," "," ","ASB1","serial","no"," "," ",0
2,1,2,"SR14C-PS-ASB-02"," "," ","ASB2","serial","no"," "," ",1
3,2,1,"SR14C-PS-ASB-03"," "," ","ASB3","serial","no"," "," ",2
4,2,2,"SR14C-PS-ASB-04"," "," ","ASB4","serial","no"," "," ",3
5,2,3,"SR14C-PS-ASB-05"," "," ","ASB5","serial","no"," "," ",4
6,2,4,"SR14C-PS-ASB-06"," "," ","ASB6","serial","no"," "," ",5
7,20,3,"SR14C-PS-ASB-07"," "," ","ASB7","serial","no"," "," ",6
8,20,4,"SR14C-PS-ASB-08"," "," ","ASB8","serial","no"," "," ",7
9,19,1,"SR14C-PS-ASB-15"," "," ","ASB15","serial","no"," "," ",8
10,19,2,"SR14C-PS-ASB-16"," "," ","ASB16","serial","no"," "," ",9
11,20,1,"SR14C-PS-ASB-09"," "," ","ASB9","serial","no"," "," ",10
12,20,2,"SR14C-PS-ASB-10"," "," ","ASB10","serial","no"," "," ",11
13,19,3,"SR14C-PS-ASB-11"," "," ","ASB11","serial","no"," "," ",12
14,19,4,"SR14C-PS-ASB-12"," "," ","ASB12","serial","no"," "," ",13
15,3,1,"SR14C-PS-ASB-13"," "," ","ASB13","serial","no"," "," ",14
16,3,2,"SR14C-PS-ASB-14"," "," ","ASB14","serial","no"," "," ",15
17,3,3,"SR14C-PS-SCMP-01"," ","SEARCH","COMPLETE","dup","no"," "," ",16
18,3,4,"SR14C-PS-SCMP-02"," ","SEARCH","COMPLETE","dup","no"," "," ",17
19,4,3,"SR14C-PS-LTDAC-03"," ","NOT LTD","ACCESS","serial","no","SR14C-PS-notLtdAccess.edl"," ",18
20,4,4,"SR14C-PS-BOLMP-03"," ","NOT BEAM","ON LAMP","serial","no"," "," ",19
21,4,0,"SR14C-PS-IOC-01"," ","LOP11","STANDBY LAMP","lop","yes"," "," ",20
22,1,3,"SR14C-PS-SBLMP-01"," ","STANDBY","LAMP ON","serial","no"," "," ",18
23,1,4,"SR14C-PS-SDCMP-01"," ","SEARCH DELAY","COMPLETE","serial","no"," "," ",22
24,1,0,"SR14C-PS-IOC-01"," ","LOP1","SEARCH OK","lop","yes"," "," ",23
25,3,0,"SR14C-PS-IOC-01"," ","LOP2","SEARCH COMPLETE","lop","no"," "," ",18
