"CVS Info: $Id: SR04C-PS-zonePermit.csv,v 1.3 2006/04/20 12:52:00 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,11,1,"SR04C-PS-LTDAC-01"," ","NOT LTD","ACCESS","dup","no","SR04C-PS-notLtdAccess.edl"," ",0
2,11,2,"SR04C-PS-LTDAC-02"," ","NOT LTD","ACCESS","dup","no","SR04C-PS-notLtdAccess.edl"," ",1
3,10,1,"SR04C-PS-DKYP-01"," ","DOOR","KEYPRESS","serial","no"," "," ",2
4,10,2,"SR04C-PS-SRCH-01"," "," ","SEARCH OK","serial","no","SR04C-PS-searchOk.edl"," ",3
5,7,3,"SR04C-PS-BOBL-01"," "," ","BOB LAMPS OK","serial","no"," "," ",4
6,7,4,"SR04C-PS-ILKS-01"," ","INTERLOCKS","SET","serial","no","SR04C-PS-interlocksSet.edl"," ",5
7,20,3,"SR04C-PS-SRSEC-01"," ","SR14 SECURE","SUMMARY","serial","no","SR14C-PS-summaryZoneSecure.edl"," ",6
8,20,4,"SR04C-PS-ZNSEC-01"," ","ZONE 10","SECURE","serial","no","SR22C-PS-zonePermit.edl"," ",7
9,7,0,"SR04C-PS-IOC-01"," ","LOP16","SR04 ZONE SECURE","lop","no"," "," ",6
10,19,1,"SR04C-PS-ZNSEC-02"," ","ZONE 1","SECURE","serial","no","SR02C-PS-zonePermit.edl"," ",8
11,19,2,"SR04C-PS-ZNSEC-03"," ","ZONE 3","SECURE","serial","no","SR06C-PS-zonePermit.edl"," ",10
12,17,1,"SR04C-PS-ZNSEC-04"," ","ZONE 4","SECURE","dup","no","SR08C-PS-zonePermit.edl"," ",11
13,17,2,"SR04C-PS-ZNSEC-05"," ","ZONE 4","SECURE","dup","no","SR08C-PS-zonePermit.edl"," ",12
14,18,1,"SR04C-PS-BLPMT-01"," "," ","BL04I PERMIT","serial","no","BL04I-PS-globalShutter.edl"," ",13
15,18,2,"SR04C-PS-BLPMT-02"," "," ","BL04B PERMIT","serial","no"," "," ",14
16,19,3,"SR04C-PS-BLPMT-03"," "," ","BL05I PERMIT","serial","no"," "," ",15
17,19,4,"SR04C-PS-BLPMT-04"," "," ","BL05B PERMIT","serial","no"," "," ",16
18,11,3,"SR04C-PS-SZSEC-01"," ","SR ALL ZONES","SECURE","serial","no"," "," ",17
19,11,4,"SR04C-PS-OPKEY-01"," ","SR OPERATE","KEY ON","serial","no"," "," ",18
20,19,0,"SR04C-PS-IOC-01"," ","LOP14","SR ZONES SECURE","lop","no"," "," ",17
21,18,3,"SR04C-PS-BODEL-01"," ","BEAM ON DELAY","COMPLETE","dup","no"," "," ",19
22,18,4,"SR04C-PS-BODEL-02"," ","BEAM ON DELAY","COMPLETE","dup","no"," "," ",21
23,11,0,"SR04C-PS-IOC-01"," ","LOP15","PA BEAM ON TIMER","lop","no"," "," ",19
24,10,3,"SR04C-PS-BOLMP-01"," ","BEAM ON","LAMP OK","dup","no"," "," ",22
25,10,4,"SR04C-PS-BOLMP-02"," ","BEAM ON","LAMP OK","dup","no"," "," ",24
26,10,0,"SR04C-PS-IOC-01"," ","LOP7","SR04 ZONE PERMIT","lop","no"," "," ",25
27,18,0,"SR04C-PS-IOC-01"," ","LOP10","BEAM ON LAMP","lop","no"," "," ",22
