"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,2,1,"BL24I-PS-RIHL-01:CR2:M02:S1","EH3A RESTRICTED","INDICATOR","HEALTHY LATCH","serial","no"," "," ",0
2,2,2,"BL24I-PS-ASB-03:CR2:M02:S2"," ","EH3A SEARCH","POINT 1 LATCH","serial","no"," "," ",1
3,2,3,"BL24I-PS-ASBF-03:CR2:M02:S3","EH3A LAST AREA","SEARCH POINT","LATCH","dup","no"," "," ",2
4,2,4,"BL24I-PS-ASBF-03:CR2:M02:S4","EH3A LAST AREA","SEARCH POINT","LATCH","dup","no"," "," ",3
5,3,3,"BL24I-PS-SCDEO-03:CR2:M03:S3","EH3A SEARCH","COMPLETE  DELAY","TO ENABLE OVER","dup","no"," "," ",4
6,3,4,"BL24I-PS-SCDEO-03:CR2:M03:S4","EH3A SEARCH","COMPLETE  DELAY","TO ENABLE OVER","dup","no"," "," ",5
7,3,0,"BL24I-PS-IOC-02","LOP 4","EH3A HUTCH","SEARCHED & CLOSED","lop","no"," "," ",6
8,2,0,"BL24I-PS-IOC-02","LOP 3","EH3A SEARCH","COMPLETE","lop","no"," "," ",4
