"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"gap","gap","gap","gap","gap","no"," "," ",0
1,7,1,"BL24I-PS-ANALA-03:CR2:M07:S1","EH3A BL24I ANNUN-03","ANNUN. & BEAM ON","INDICATORS ALARM","serial","no"," "," ",0
2,0,0,"gap","gap","gap","gap","gap","no"," "," ",1
3,7,2,"BL24I-PS-BOBIA-03:CR2:M07:S2","EH3A BEAM OFF","BUTTON INDICATORS","ALARM","serial","no"," "," ",2
4,0,0,"gap","gap","gap","gap","gap","no"," "," ",3
5,7,3,"BL24I-PS-LOWAL-03:CR2:M07:S3"," ","EH3A LOW LEVEL","ALARM","serial","no"," "," ",4
6,0,0,"gap","gap","gap","gap","gap","no"," "," ",5
7,7,4,"BL24I-PS-FALT1-01:CR2:M07:S4","EH3AEH3B BL24I SHTR-","01 SHUTTER FAULT OR","BL DISCONNECTED","serial","no"," "," ",6
8,0,0,"gap","gap","gap","gap","gap","no"," "," ",7
9,11,1,"BL24I-PS-ANALA-04:CR2:M11:S1","EH3B BL24I ANNUN-04","ANNUN. & BEAM ON","INDICATORS ALARM","serial","no"," "," ",8
10,0,0,"gap","gap","gap","gap","gap","no"," "," ",9
11,11,2,"BL24I-PS-BOBIA-04:CR2:M11:S2","EH3B","BEAM OFF BUTTON","INDICATORS ALARM","serial","no"," "," ",10
12,0,0,"gap","gap","gap","gap","gap","no"," "," ",11
13,14,1,"BL24I-PS-LOWAL-04:CR2:M14:S1"," ","EH3B LOW LEVEL","ALARM","serial","no"," "," ",12
