"CVS Info: $Id: SR08C-PS-openLamp.csv,v 1.1.1.1 2006/01/18 15:12:25 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,17,3,"SR08C-PS-SCMP-04"," ","NOT SEARCH","COMPLETE","serial","no"," "," ",0
2,17,4,"SR08C-PS-INSCH-01"," ","NOT SEARCH","IN PROGRESS","serial","no"," "," ",1
3,17,0,"SR08C-PS-IOC-01"," ","LOP13","OPEN LAMP","lop","yes"," "," ",2
