"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,12,1,"BL12I-PS-RIHL-04:CR2:M12:S1","EH1 RESTRICTED","INDICATOR HEALTHY","LATCH","dup","no"," "," ",0
2,12,2,"BL12I-PS-RIHL-04:CR2:M12:S2","EH1 RESTRICTED","INDICATOR HEALTHY","LATCH","dup","no"," "," ",1
3,12,3,"BL12I-PS-ASB-06:CR2:M12:S3"," ","EH1 SEARCH","POINT 1 LATCH","serial","no"," "," ",2
4,12,4,"BL12I-PS-DS-09:CR2:M12:S4"," ","EH1 SEARCH GATE","CLOSED LATCH","serial","no"," "," ",3
5,12,0,"BL12I-PS-IOC-02","EH1 LOP 12 SEARCH","GATE CLOSED ONCE","BL12I-PS-DS-09","lop","no"," "," ",4
6,13,1,"BL12I-PS-ASB-07:CR2:M13:S1"," ","EH1 SEARCH","POINT 2 LATCH","dup","no"," "," ",5
7,13,2,"BL12I-PS-ASB-07:CR2:M13:S2"," ","EH1 SEARCH","POINT 2 LATCH","dup","no"," "," ",6
8,13,3,"BL12I-PS-ASB-08:CR2:M13:S3"," ","EH1 SEARCH","POINT 3 LATCH","serial","no"," "," ",7
9,13,4,"BL12I-PS-ASBF-04:CR2:M13:S4","EH1 LAST AREA","SEARCH POINT","LATCH","serial","no"," "," ",8
10,11,3,"BL12I-PS-SCDEO-04:CR2:M11:S3","EH1 SEARCH","COMPLETE DELAY","TO ENABLE OVER","dup","no"," "," ",9
11,11,4,"BL12I-PS-SCDEO-04:CR2:M11:S4","EH1 SEARCH","COMPLETE DELAY","TO ENABLE OVER","dup","no"," "," ",10
12,11,0,"BL12I-PS-IOC-02","EH1 LOP 9 HUTCH","SEARCHED &","CLOSED","lop","no"," "," ",11
13,13,0,"BL12I-PS-IOC-02"," ","EH1 LOP 8","SEARCH COMPLETE","lop","no"," "," ",9
