"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"gap","gap","gap","gap","gap","no"," "," ",0
1,10,1,"BL05I-PS-J3PI-02:CR1:M10:S1"," ","OC1 BL05I-PS-SHTR-01","J3 PLUGGED IN","serial","no"," "," ",0
2,0,0,"gap","gap","gap","gap","gap","no"," "," ",1
3,10,2,"BL05J-PS-J3PI-01:CR1:M10:S2"," ","OC1 BL05J-PS-SHTR-01","J3 PLUGGED IN","serial","no"," "," ",2
4,0,0,"gap","gap","gap","gap","gap","no"," "," ",3
5,7,1,"BL05I-PS-ANALA-01:CR1:M07:S1","OH1 BL05I-PS-ANNUN-01","ANNUN. & BEAM ON","INDICATORS ALARM","serial","no"," "," ",4
6,0,0,"gap","gap","gap","gap","gap","no"," "," ",5
7,7,2,"BL05I-PS-BOBIA-01:CR1:M07:S2","OH1 BEAM OFF","BUTTON INDICATORS","ALARM","serial","no"," "," ",6
8,0,0,"gap","gap","gap","gap","gap","no"," "," ",7
9,7,3,"BL05I-PS-LOWAL-01:CR1:M07:S3"," ","OH1 LOW LEVEL","ALARM","serial","no"," "," ",8
10,0,0,"gap","gap","gap","gap","gap","no"," "," ",9
11,7,4,"BL05I-PS-J3PI-01:CR1:M07:S4","OH1","FE05I-PS-SHTR-02","J3 PLUGGED IN","serial","no"," "," ",10
