"CVS Info: $Id: SR08C-PS-radiationOk.csv,v 1.2 2006/04/21 13:38:14 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,11,1,"SR08C-PS-RDMND-01"," ","RAD MON","SR08C ACCUM","serial","no"," ","now",0
2,11,2,"SR08C-PS-RDMNR-01"," ","RAD MON","SR08C RATE","serial","no"," ","now",1
3,10,1,"SR08C-PS-RDMND-02"," ","RAD MON","SR09C-1 ACCU","serial","no"," ","now",2
4,10,2,"SR08C-PS-RDMNR-02"," ","RAD MON","SR09C-1 RATE","serial","no"," ","now",3
5,10,3,"SR08C-PS-RDMND-03","(REMOVED)","RAD MON","SR09C-2 ACCU","serial","no"," ","now",4
6,10,4,"SR08C-PS-RDMNR-03","(REMOVED)","RAD MON","SR09C-2 RATE","serial","no"," ","now",5
7,10,0,"SR08C-PS-IOC-02"," ","LOP10","SR08C RAD OK","lop","yes"," "," ",6
