"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"gap","gap","gap","gap","gap","no"," "," ",0
1,7,1,"BL09I-PS-ANALA-03:CR2:M07:S1","EH2 BL09I-PS-ANNUN-03","ANNUN. & BEAM ON","INDICATORS ALARM","serial","no"," "," ",0
2,0,0,"gap","gap","gap","gap","gap","no"," "," ",1
3,7,2,"BL09I-PS-BOBIA-03:CR2:M07:S2","EH2","BEAM OFF BUTTON","INDICATORS ALARM","serial","no"," "," ",2
4,0,0,"gap","gap","gap","gap","gap","no"," "," ",3
5,7,3,"BL09I-PS-LOWAL-03:CR2:M07:S3","EH2","LOW LEVEL","ALARM","serial","no"," "," ",4
6,0,0,"gap","gap","gap","gap","gap","no"," "," ",5
7,7,4,"BL09I-PS-J3PI-02:CR2:M07:S4","EH2","BL09I-PS-SHTR-02","J3 PLUGGED IN","serial","no"," "," ",6
8,0,0,"gap","gap","gap","gap","gap","no"," "," ",7
9,10,1,"BL09K-PS-J3PI-01:CR2:M10:S1","EC","BL09K-PS-SHTR-01","J3 PLUGGED IN","serial","no"," "," ",8
10,0,0,"gap","gap","gap","gap","gap","no"," "," ",9
11,10,2,"BL09J-PS-J3PI-01:CR2:M10:S2","EH2EC","BL09J-PS-SHTR-01 & 02","J3 PLUGGED IN","serial","no"," "," ",10
