"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,2,3,"BL09I-PS-RIHL-03:CR2:M02:S3","EH2 RESTRICTED","INDICATOR HEALTHY","LATCH","serial","no"," "," ",0
2,2,4,"BL09I-PS-DS-13:CR2:M02:S4"," ","EH2 SEARCH GATE","CLOSED LATCH","serial","no"," "," ",1
3,1,1,"BL09I-PS-ASB-06:CR2:M01:S1"," ","EH2 SEARCH","POINT 1 LATCH","serial","no"," "," ",2
4,1,2,"BL09I-PS-ASB-07:CR2:M01:S2"," ","EH2 SEARCH","POINT 2 LATCH","serial","no"," "," ",3
5,2,0,"BL09I-PS-IOC-02","EH2 LOP 12 SEARCH","GATE CLOSED ONCE","BL09I-PS-DS-13","lop","no"," "," ",2
6,2,1,"BL09I-PS-ASB-09:CR2:M02:S1"," ","EH2 SEARCH","POINT 3 LATCH","dup","no"," "," ",4
7,2,2,"BL09I-PS-ASB-09:CR2:M02:S2"," ","EH2 SEARCH","POINT 3 LATCH","dup","no"," "," ",6
8,1,3,"BL09I-PS-ASB-08:CR2:M01:S3"," ","EH2 SEARCH","POINT 4 LATCH","serial","no"," "," ",7
9,1,4,"BL09I-PS-AFGO-01:CR2:M01:S4","EH2 LAST AREA SRCH","POINT & SEARCH","GATE OPEN LATCH","serial","no"," "," ",8
10,3,3,"BL09I-PS-SCDEO-03:CR2:M03:S3","EH2 SEARCH","COMPLETE DELAY","TO ENABLE OVER","dup","no"," "," ",9
11,3,4,"BL09I-PS-SCDEO-03:CR2:M03:S4","EH2 SEARCH","COMPLETE DELAY","TO ENABLE OVER","dup","no"," "," ",10
12,3,0,"BL09I-PS-IOC-02","EH2 LOP 4 HUTCH","SEARCHED &","CLOSED","lop","no"," "," ",11
13,1,0,"BL09I-PS-IOC-02"," ","EH2 LOP 3","SEARCH COMPLETE","lop","no"," "," ",9
