"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,20,3,"BL20J-PS-STRCL-03:CR1:M20:S3","BL20I-PS-RACK-01","G FE20I-PS-SHTR-02","CLOSED","dup","no"," "," ",0
2,20,4,"BL20J-PS-STRCL-03:CR1:M20:S4","BL20I-PS-RACK-01","G FE20I-PS-SHTR-02","CLOSED","dup","no"," "," ",1
3,4,1,"BL20J-PS-STRCL-02:CR1:M04:S1","PH BL20J-PS-SHTR-01","POLYCHROMATOR","SHUTTER CLOSED","dup","no"," "," ",0
4,4,2,"BL20J-PS-STRCL-02:CR1:M04:S2","PH BL20J-PS-SHTR-01","POLYCHROMATOR","SHUTTER CLOSED","dup","yes"," "," ",3
5,20,1,"BL20J-PS-HUEN-03:CR1:M20:S1"," ","PH POLYCHROMATOR"," HUTCH ENABLED","serial","no","BL20J-PS-polychromatorHutchEnabled.edl"," ",0
6,20,2,"BL20J-PS-STRCL-01:CR1:M20:S2","EH2 BL20J-PS-SHTR-02","EXPERIMENT","SHUTTER CLOSED","serial","yes"," "," ",5
7,15,1,"BL20J-PS-HUEN-03:CR1:M15:S1"," ","PH POLYCHROMATOR","HUTCH ENABLED","serial","no","BL20J-PS-polychromatorHutchEnabled.edl"," ",0
8,15,2,"BL20J-PS-HUEN-04:CR1:M15:S2"," ","EH2 EXPERIMENT","HUTCH ENABLED","serial","yes","BL20J-PS-experimentHutch2Enabled.edl"," ",7
9,20,0,"BL20J-PS-IOC-01"," ","LOP 16","G HUTCHES SAFE","lop","yes"," "," ",2
