"Dummy header. Was CVS keywords",,,,,,,,,,,
"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v","24v","24v","24v","24v","no"," "," ",0
1,10,3,"BL15I-PS-BOBIO-01:CR1:M10:S3","OH1OH1A","BEAM OFF  BUTTON","INDICATORS OK","serial","no"," "," ",0
2,10,4,"BL15I-PS-GASDL-04:CR1:M10:S4","OH1OH1A GENERAL","& SERVICE ACCESS","DOORS LOCKED","serial","no"," "," ",1
3,9,1,"BL15I-PS-STIND-01:CR1:M09:S1","OH1OH1A","STANDBY","INDICATORS OK","serial","no"," "," ",2
4,9,2,"BL15I-PS-BOIND-01:CR1:M09:S2","OH1OH1A","BEAM ON","INDICATORS OK","serial","no"," "," ",3
5,8,3,"BL15J-PS-STRCL-01:CR1:M08:S3","EH3 BL15J-PS-SHTR-01","EXPERIMENT SHUTTER","CLOSED","dup","no"," "," ",4
6,8,4,"BL15J-PS-STRCL-01:CR1:M08:S4","EH3 BL15J-PS-SHTR-01","EXPERIMENT SHUTTER","CLOSED","dup","no"," "," ",5
7,19,3,"BL15I-PS-STRCL-04:CR1:M19:S3","EH2 BL15I-PS-SHTR-01","EXPERIMENT SHUTTER","CLOSED","dup","no"," "," ",6
8,19,4,"BL15I-PS-STRCL-04:CR1:M19:S4","EH2 BL15I-PS-SHTR-01","EXPERIMENT SHUTTER","CLOSED","dup","no"," "," ",7
9,8,1,"BL15J-PS-HUEN-01:CR1:M08:S1"," ","EH3 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutch3Enabled.edl"," ",4
10,8,2,"BL15J-PS-HUEN-01:CR1:M08:S2"," ","EH3 EXPERIMENT","HUTCH ENABLED","dup","yes","BL15I-PS-experimentHutch3Enabled.edl"," ",9
11,19,1,"BL15I-PS-HUEN-03:CR1:M19:S1"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","no","BL15I-PS-experimentHutch2Enabled.edl"," ",10
12,19,2,"BL15I-PS-HUEN-03:CR1:M19:S2"," ","EH2 EXPERIMENT","HUTCH ENABLED","dup","yes","BL15I-PS-experimentHutch2Enabled.edl"," ",11
13,19,0,"BL15I-PS-IOC-01","OH1OH1A LOP 2","MEDIUM LEVEL","HEALTHY","lop","yes"," "," ",12
14,22,1,"BL15I-PS-TRIP-01:CR1:M22:S1","OH1OH1A LOP2","MEDIUM LEVEL","TRIP LATCH","serial","no"," ","now",13
15,22,2,"BL15I-PS-RADIN-01:CR1:M22:S2","OH1OH1A RADIATION","MONITOR LEVELS","INSTANTANEOUS TRIP","serial","no"," ","now",14
16,9,3,"BL15I-PS-HUEN-01:CR1:M09:S3","OH1OH1A","OPTICS HUTCH","ENABLED","dup","no","BL15I-PS-opticsHutchEnabled.edl"," ",15
17,9,4,"BL15I-PS-HUEN-01:CR1:M09:S4","OH1OH1A","OPTICS HUTCH","ENABLED","dup","no","BL15I-PS-opticsHutchEnabled.edl"," ",16
18,9,0,"BL15I-PS-IOC-01","OH1OH1A LOP 6 PRMT 1","FE15I-PS-SHTR-02","OPTICS SHUTTER","lop","yes"," "," ",17
