"CVS Info: $Id: BR02C-PS-restrictedLamp.csv,v 1.2 2005/10/20 09:12:30 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,16,3,"BR02C-PS-INSCH-02"," ","SEARCH","IN PROGRESS","dup","no"," "," ",0
2,16,4,"BR02C-PS-INSCH-03"," "," "," ","dup","no"," "," ",1
3,16,1,"BR02C-PS-SCMP-04"," ","SEARCH","COMPLETE","serial","no"," "," ",0
4,16,2,"BR02C-PS-LTDAC-03"," ","LTD ACCESS","KEYS","serial","yes","BR02C-PS-keyPress.edl"," ",3
5,16,0,"BR02C-PS-IOC-01","LOP12","RESTRICTED","LAMP","lop","yes"," "," ",2
